subject, object
http://dbpedia.org/resource/List_of_esports_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_games_at_Funspot,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_genres,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Mino,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Mobile_game,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/N-Gage_(service),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/2021_deaths_in_the_United_States_(January–June),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/2048_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Battle_Chef_Brigade,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Behaviour_Santiago,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Best_of_I_Love_the...,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Blek,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Blockout,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Blokken,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Blokus,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Blue_Startups,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Bob's_Game,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Bomberman:_Panic_Bomber,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Bop_It,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Brain_Age:_Train_Your_Brain_in_Minutes_a_Day!,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/BreakThru!,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/David_Whittaker_(video_game_composer),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Denver_Nuggets,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/April_1981,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Arduboy,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/History_of_video_game_consoles,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hole_in_the_Wall_(British_game_show),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Homebrew_(video_games),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Honda,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hot_Potato_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Howard_Lincoln,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hoyle_Puzzle_Games_2005,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/HyperZone,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Jon_S._Baird,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Jonas_Neubauer,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Bomberman_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Captain_N:_The_Game_Master_episodes,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Danganronpa_characters,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Kirby_media,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Pac-Man_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Pump_It_Up_songs,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Pure_Pwnage_episodes,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Super_Nintendo_Entertainment_System_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Touch!_Generations_titles,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_VideoGaiden_episodes,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Xbox_Live_games_on_Windows_Phone,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_best-selling_video_game_franchises,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_best-selling_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_films_based_on_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_longest-running_video_game_franchises,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_most-played_video_games_by_player_count,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_tallest_buildings_in_Brooklyn,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_unofficial_Mario_media,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_works_in_the_Museum_of_Modern_Art,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Patchwork_(board_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Pegasus_(console),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Personal_Computer_Museum,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Replay_value,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Retro_Gamer,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/DRAKON,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Uri_Frost,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/V-Tetris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/V-Tetris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/VMU,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Video_Games_Live,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Vii,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Virtual_Console,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Vladimir_Pokhilko,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Deaths_in_January_2021,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/ΜTorrent,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Desmos,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Development_of_Spore,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Don't_Copy_That_Floppy,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Dorodnitsyn_Computing_Centre,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Earthworm_Jim_4,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Index_of_DOS_games_(T),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Intellectual_property_protection_of_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/L-BIock,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/L-BIock,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/March_14,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Moe_anthropomorphism,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_iOS_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_international_game_shows,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_inventors,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_mathematical_proofs,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_programmers,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_puzzle_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/L-Block,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/L-Block,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Xonix,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Timeline_of_computing_1980–1989,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/1980s_in_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/1984,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Columns_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Columns_III,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Compile_(company),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Consumer_Electronics_Show,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Content_theory,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Cory_Arcangel,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Cosmo_Gang_the_Puzzle,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Crayon_Shin-Chan:_Ora_to_Poi_Poi,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Crying_Blood,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Mass_Media_Games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Megapanel,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Rymdkapsel,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/SaGa,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Sakura_Kinomoto,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Zemina,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Greatest_Video_Game_Music,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/World_Video_Game_Hall_of_Fame,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/R3_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Putt-Putt_and_Pep's_Balloon-o-Rama,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Timeline_of_Russian_innovation,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/1988_in_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Citizen_Brain,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Cleopatra_Fortune,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Clyde_Hill,_Washington,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/ColecoVision,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Eggomania,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Electronic_Arts,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Emacs,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Emacs_Lisp,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Eminence_Symphony_Orchestra,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Endorfun,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/G-Mode,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Game_&_Watch_Gallery,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Game_Boy,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Game_Boy_Color,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Game_Developers_Choice_Awards,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gamer_Symphony_Orchestra_at_the_University_of_Maryland,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gamers'_Choice_Awards,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Garfield_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gearheads_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Genius_(radio_series),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gilman_Louie,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gintama_(season_2),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gorby_no_Pipeline_Daisakusen,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Grand_Theft_Auto,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Green_Building_(MIT),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Brain_Wall,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Minoru_Arakawa,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Mirrorsoft,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Misaligned_goals_in_artificial_intelligence,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Monty_Python_&_the_Quest_for_the_Holy_Grail,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Moscow_Aviation_Institute,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Ms._Pac-Man,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/NGC_Magazine,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Conway's_Game_of_Life,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_New_Tetris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_New_Tetris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Nutcracker,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Orange_Box,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Owl_(TV_series),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Portopia_Serial_Murder_Case,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Tetris_Company,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Thing_(2011_film),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Usos,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Thor_Aackerlund,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Dance_Praise,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/L_Block,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/L_Block,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Mikontalo,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Wild_Arms,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tales_of_Mobile,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/TiQal,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/1980s,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/1984_in_science,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/1984_in_video_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Aqua_Aqua,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Aquastax,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Lemmings_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Line_Rider,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Lode_Runner,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Lose_Your_Marbles,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Love_Me_or_Hate_Me_(Fuck_You!!!!),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Lucidity_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Lumines:_Puzzle_Fusion,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/M2_(game_developer),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Mad_Blocker_Alpha,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Magical_Tetris_Challenge,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Magical_Tetris_Challenge,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Chirality,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Chirality_(mathematics),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Stargate,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Starsweep,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Clonk,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Compile_Maru,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Denki,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Yu_Yu_Hakusho_(season_3),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/ZX_Spectrum_software,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Zach_Gage,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Zapatista_Army_of_National_Liberation,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Ziggurat_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Zoda's_Revenge:_StarTropics_II,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/ZooCube,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Zoop,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Freakin'_Funky_Fuzzballs,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hagenuk_MT-2000,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Haggard:_The_Movie,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Halloween_on_Franklin_Street,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hello_Kitty's_Cube_Frenzy,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hoshimachi_Suisei,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/How_Videogames_Changed_the_World,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gigatron_TTL,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Ozma_(band),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Pandora's_Box_(1999_video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Photon_(arcade_cabinet),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Pit_(Kid_Icarus),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tactic_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/The_Strong,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Twitch_Plays_Pokémon,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Marc_LeBlanc,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Pentomino,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/My_Feelings_for_You,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Ubongo,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Baku_Baku_Animal,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/99_Bricks_Wizard_Academy,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Bubble_Bath_Babes,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/CHIP-8,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Action_game,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Threes,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Timeline_of_arcade_video_game_history,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tingaliin,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Todd_Howard,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tokyo_7th_Sisters,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tonedeff,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tool-assisted_speedrun,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Total_Pwnage,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Trap_Back,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Tricky_Towers,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Trioncube,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Trip'd,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Trouballs,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Twitch_gameplay,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Wario's_Woods,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Welltris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Wetrix,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/WildSnake,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Doctor_Spin,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Dream_of_Pixels,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Dreambox,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Drop_Mania,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/G-Mode_Archives,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gamate,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Game_On_(exhibition),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Game_Over_(Sheff_book),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Game_canon,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Game_of_skill,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Gini_Graham_Scott,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hacks_at_the_Massachusetts_Institute_of_Technology,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hatris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Hatris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Irides:_Master_of_Blocks,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Jewelbox_(video_game),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_2_Days_&_1_Night_episodes,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Air_Gear_characters,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Apple_IIGS_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Apple_II_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Atari_2600_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Atari_Jaguar_homebrew_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/List_of_Atari_arcade_games,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Nintendo_Gateway_System,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Nintendo_Power_(cartridge),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/3D_Tetris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/3D_Tetris,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/4,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/A*mazing,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/AT&T_UNIX_PC,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Acorn_Electron,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Action_52,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Akitoshi_Kawazu,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Alexey_Pajitnov,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Alpine_Racer,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Amblyopia,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/American_Video_Entertainment,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Amiga_Power,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Amstrad_NC100,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/3-partition_problem,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/3D_Maze_Man:_Amazing_Adventures,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Daniel_Anderson_(musician),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Danielle_George,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Darren_Kimura,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Dr._Luigi,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Dr._Mario,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Dr._Robotnik's_Mean_Bean_Machine,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/EA_Mobile,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Edge_(magazine),"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Alpine_Racer_2,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/Erin_McKean,"http://dbpedia.org/resource/Tetris"
http://dbpedia.org/resource/FC_Twin,"http://dbpedia.org/resource/Tetris"
